tyc,name,bayer,flamsteed,constellation
TYC 8151-6254-1,,a,,Vel
TYC 8152-139-1,,,,Vel
TYC 8152-1394-1,,f,,Vel
TYC 8152-2275-1,,g,,Vel
TYC 8153-4761-1,,B,,Vel
TYC 8154-6911-2,,A,,Vel
TYC 8155-2250-1,,,,Vel
TYC 8155-3647-1,,n,,Vel
TYC 8156-3113-1,,,,Vel
TYC 8158-2073-1,,,,Vel
TYC 8158-2683-1,,C,,Vel
TYC 8159-2763-1,,D,,Vel
TYC 8162-1517-1,,E,,Vel
TYC 8169-942-1,,,,Vel
TYC 8169-1192-1,,c,,Vel
TYC 8176-283-1,,,,Vel
TYC 8176-2817-1,,M,,Vel
TYC 8177-1750-1,,,,Vel
TYC 8177-1874-1,,,,Vel
TYC 8178-2943-1,,,,Vel
TYC 8178-3063-1,,K,,Vel
TYC 8180-1886-1,,,,Vel
TYC 8180-2997-1,,L,,Vel
TYC 8181-868-1,,m,,Vel
TYC 8181-3013-1,,u,,Vel
TYC 8193-3330-1,,,,Vel
TYC 8194-294-1,,,,Vel
TYC 8195-4551-1,,,,Vel
TYC 8195-4552-1,,,,Vel
TYC 8195-4554-1,,Q,,Vel
TYC 8197-2714-1,,s,,Vel
TYC 8201-3334-1,,t,,Vel
TYC 8201-3337-1,,p,,Vel
TYC 8202-1608-1,,,,Vel
TYC 8206-3033-1,,μ,,Vel
TYC 8208-2151-1,,,,Cen
TYC 8210-2870-1,,,,Vel
TYC 8211-2375-1,,,,Vel
TYC 8211-2378-1,,,,Vel
TYC 8216-2577-1,,B,,Cen
TYC 8218-1863-1,,C1,,Cen
TYC 8218-1882-1,,C2,,Cen
TYC 8219-2069-1,,C3,,Cen
TYC 8230-3075-1,,D,,Cen
TYC 8233-3212-1,,E,,Cen
TYC 8236-3158-1,,τ,,Cen
TYC 8239-2420-1,,σ,,Cen
TYC 8240-2722-1,,w,,Cen
TYC 8240-2724-1,Muhlifain,γ,,Cen
TYC 8241-3234-1,,,,Cen
TYC 8241-3235-1,,δ,,Cen
TYC 8242-3478-1,,ρ,,Cen
TYC 8243-3043-1,,G,,Cen
TYC 8250-1101-1,,,,Cen
TYC 8250-3266-1,,f,,Cen
TYC 8253-1778-1,,e,,Cen
TYC 8254-2207-1,,ξ1,,Cen
TYC 8254-2208-1,,ξ2,,Cen
TYC 8258-774-1,,,,Cen
TYC 8258-1469-1,,H,,Cen
TYC 8260-2661-1,,K,,Cen
TYC 8263-3419-1,,υ2,,Cen
TYC 8265-2722-1,Dofida,,,
TYC 8267-3170-1,,,,Cen
TYC 8267-3545-1,Alnair,ζ,,Cen
TYC 8269-1422-1,,,,Cen
TYC 8274-2553-1,,,,Cen
TYC 8274-2554-1,,M,,Cen
TYC 8276-2820-1,,,,Cen
TYC 8277-3275-1,,,,
TYC 8277-3277-1,,ι,,Lup
TYC 8277-3280-1,,τ1,,Lup
TYC 8277-3281-1,,τ2,,Lup
TYC 8278-3074-1,,a,,Lup
TYC 8281-2949-1,,,,Lup
TYC 8283-4134-1,Men,α,,Lup
TYC 8286-1831-1,,σ,,Lup
TYC 8287-2475-1,,ρ,,Lup
TYC 8288-880-1,,,,
TYC 8291-2249-1,,b,,Lup
TYC 8293-3877-1,,λ,,Lup
TYC 8297-4705-1,,π,,Lup
TYC 8298-907-1,,ν1,,Lup
TYC 8298-1229-1,,ν2,,Lup
TYC 8298-4182-1,,μ,,Lup
TYC 8298-4184-1,,κ1,,Lup
TYC 8298-4185-1,,κ2,,Lup
TYC 8306-3362-1,,ζ,,Lup
TYC 8310-1489-1,,δ,,Nor
TYC 8312-3982-1,,,,Nor
TYC 8315-1750-1,,θ,,Nor
TYC 8316-4441-1,,ε,,Nor
TYC 8318-1128-1,,η,,Nor
TYC 8319-1759-1,,γ1,,Nor
TYC 8320-2290-1,,γ2,,Nor
TYC 8328-1375-1,,,,Ara
TYC 8336-1563-1,,,,Ara
TYC 8337-27-1,,,,Ara
TYC 8337-1763-1,,,,Ara
TYC 8339-3558-1,,,,Ara
TYC 8341-720-1,,,,Sco
TYC 8341-4366-1,,,,
TYC 8342-6346-1,,σ,,Ara
TYC 8345-4656-1,Inquill,,,
TYC 8345-4829-1,,ι,,Ara
TYC 8346-2916-1,,,,Ara
TYC 8350-2600-1,Choo,α,,Ara
TYC 8351-1868-1,,,,Ara
TYC 8351-2577-1,,λ,,Ara
TYC 8353-3055-1,,κ,,Ara
TYC 8355-436-1,Cervantes,μ,,Ara
TYC 8357-3862-1,,ε,,Tel
TYC 8358-989-1,,,,
TYC 8359-3648-1,,δ2,,Tel
TYC 8359-3649-1,,δ1,,Tel
TYC 8359-3650-1,,α,,Tel
TYC 8365-1698-1,,θ,,Ara
TYC 8367-2755-1,,ζ,,Tel
TYC 8385-1198-1,,κ,,Tel
TYC 8386-2339-1,,ρ,,Tel
TYC 8389-1173-1,,,,Tel
TYC 8389-2108-1,,,,Tel
TYC 8393-1808-1,,ι,,Tel
TYC 8399-856-1,,,,Tel
TYC 8408-532-1,,ζ,,Ind
TYC 8411-1822-1,Persian,α,,Ind
TYC 8413-1980-1,,,,
TYC 8419-1619-1,,η,,Ind
TYC 8420-1431-1,,ι,,Ind
TYC 8437-31-1,,,,
TYC 8438-1959-1,Alnair,α,,Gru
TYC 8439-392-1,,π1,,Gru
TYC 8439-1485-1,,π2,,Gru
TYC 8446-1644-1,Tiaki,β,,Gru
TYC 8446-1645-1,,,,
TYC 8448-1362-1,,ι,,Gru
TYC 8450-987-1,,τ3,,Gru
TYC 8450-1093-1,,τ1,,Gru
TYC 8450-1201-1,,τ2,,Gru
TYC 8453-1499-1,,ε,,Gru
TYC 8456-500-1,,θ,,Phe
TYC 8463-1212-1,,σ,,Phe
TYC 8464-828-1,,,,
TYC 8469-1595-1,,ξ,,Phe
TYC 8469-1596-1,,η,,Phe
TYC 8472-1356-1,,,,
TYC 8475-527-1,,q1,,Eri
TYC 8475-1390-1,,q2,,Eri
TYC 8476-872-1,,ω,,Phe
TYC 8476-1302-1,Wurren,ζ,,Phe
TYC 8478-1394-2,,p,,Eri
TYC 8478-1395-1,Achernar,α,,Eri
TYC 8484-1504-1,,η,,Hor
TYC 8490-1216-1,,,,Hor
TYC 8491-1600-1,,ζ,,Hor
TYC 8495-151-1,,,,Hor
TYC 8498-1351-1,,μ,,Hor
TYC 8500-534-1,Tupi,,,
TYC 8505-1902-1,,,,
TYC 8508-2041-1,,ε,,Ret
TYC 8510-1939-1,,ι,,Pic
TYC 8510-1940-1,,ι,,Pic
TYC 8512-2115-1,,α,,Dor
TYC 8513-1766-1,,,,Dor
TYC 8514-2291-1,,ζ,,Dor
TYC 8515-1845-2,,,,
TYC 8515-1847-1,,κ,,Dor
TYC 8522-1338-1,,κ,,Pic
TYC 8524-1280-1,,γ,,Pic
TYC 8525-1313-1,,δ,,Pic
TYC 8530-1337-1,,λ,,Dor
TYC 8534-2277-1,Canopus,α,,Car
TYC 8535-2126-1,,N,,Car
TYC 8536-794-1,,A,,Car
TYC 8540-615-1,,O,,Car
TYC 8542-1469-1,,ν,,Pic
TYC 8542-1694-1,,,,Pic
TYC 8543-1756-1,,,61,Pic
TYC 8545-2238-1,,,,Car
TYC 8546-1675-1,,,,
TYC 8547-1744-1,,μ,,Pic
TYC 8549-1949-1,,,,Car
TYC 8550-1113-1,,,,Car
TYC 8551-1508-1,,,,Car
TYC 8552-1360-1,,Q,,Car
TYC 8552-1668-1,,,,Car
TYC 8553-2534-1,,,,Car
TYC 8553-2883-1,,χ,,Car
TYC 8568-3117-1,,,,Vel
TYC 8568-3119-1,,F,,Vel
TYC 8568-3122-1,,,,Vel
TYC 8568-3123-1,,,,Car
TYC 8569-3934-1,,,,Vel
TYC 8569-3954-1,,,,Vel
TYC 8569-4018-1,,ο,,Vel
TYC 8570-695-1,,,,Car
TYC 8570-2023-1,,,,Car
TYC 8571-1975-1,,,,Car
TYC 8573-3571-1,Alsephina,δ,,Vel
TYC 8576-2426-1,,e2,,Car
TYC 8577-3017-1,,f,,Car
TYC 8579-2692-1,Avior,ε,,Car
TYC 8580-3313-1,,e1,,Car
TYC 8581-3010-1,,d,,Car
TYC 8582-4212-1,,H,,Vel
TYC 8584-5050-1,,I,,Vel
TYC 8585-547-1,,O,,Vel
TYC 8585-3794-1,,,,Vel
TYC 8586-4328-1,,,,
TYC 8588-4200-1,Markeb,κ,,Vel
TYC 8591-1279-1,,g,,Car
TYC 8592-2561-1,,N,,Vel
TYC 8593-2624-1,,,,Car
TYC 8594-3176-1,,,,Car
TYC 8594-3177-1,,b2,,Car
TYC 8594-3179-1,,b1,,Car
TYC 8595-3311-1,,a,,Car
TYC 8595-3312-1,Aspidiske,ι,,Car
TYC 8596-575-1,,,,Car
TYC 8597-2340-1,,h,,Car
TYC 8598-1404-1,,,,Vel
TYC 8600-3290-1,,,,Vel
TYC 8600-3573-1,,,,Vel
TYC 8601-4516-1,,,,
TYC 8602-1998-1,,,,Vel
TYC 8602-2024-1,,φ,,Vel
TYC 8604-975-1,,J,,Vel
TYC 8604-2441-1,,,,Vel
TYC 8605-1196-1,,x,,Vel
TYC 8606-1280-1,,,,Car
TYC 8607-604-1,,,,Car
TYC 8607-1035-1,,,,Vel
TYC 8609-714-1,,,,Car
TYC 8609-1110-1,,,,Car
TYC 8609-2378-1,,r,,Car
TYC 8609-2497-1,,,,Vel
TYC 8609-3069-1,,P,,Car
TYC 8610-2639-1,,,,Car
TYC 8611-2254-1,,,,Car
TYC 8613-1752-1,,,,Car
TYC 8613-2220-1,,,,Car
TYC 8613-3362-1,,,,Car
TYC 8613-3363-1,,s,,Car
TYC 8613-3365-1,,t2,,Car
TYC 8613-3366-1,,t1,,Car
TYC 8621-2002-1,,π,,Cen
TYC 8622-626-1,,,,Car
TYC 8622-3780-1,,,,Car
TYC 8626-448-1,,,,Car
TYC 8626-1734-1,,,,Car
TYC 8626-2024-1,,,,Car
TYC 8626-2523-1,,,,Car
TYC 8626-2804-1,,,,Car
TYC 8627-156-1,,,,Car
TYC 8627-338-1,,,,Car
TYC 8627-435-1,,,,Car
TYC 8627-3091-1,,u,,Car
TYC 8628-531-1,,,,Car
TYC 8628-786-1,,,,Car
TYC 8628-1620-1,,,,Car
TYC 8628-2484-1,,x,,Car
TYC 8629-1712-1,,ο1,,Cen
TYC 8629-1713-1,,ο2,,Cen
TYC 8630-2149-1,,,,Cen
TYC 8630-2190-1,,A,,Cen
TYC 8633-2876-1,,,,Cen
TYC 8635-2005-1,,,,
TYC 8637-1766-1,,F,,Cen
TYC 8639-2140-1,,,,Cen
TYC 8639-3564-1,,,,Cen
TYC 8642-742-1,Uklun,,,
TYC 8645-2263-1,Imai,δ,,Cru
TYC 8649-746-1,,,,Cen
TYC 8652-1571-1,,,,Cen
TYC 8654-3422-1,Gacrux,γ,,Cru
TYC 8656-3487-1,,μ2,,Cru
TYC 8656-3488-1,,μ1,,Cru
TYC 8658-751-1,,,35,Cru
TYC 8658-1765-1,,,,Cru
TYC 8659-3106-1,,,39,Cru
TYC 8659-3107-1,Mimosa,β,,Cru
TYC 8660-2647-1,,,,Cru
TYC 8660-2695-1,,λ,,Cru
TYC 8661-2282-1,,,,
TYC 8661-2284-1,,,,Cen
TYC 8662-1710-1,,,,Cen
TYC 8663-2929-1,,ε,,Cen
TYC 8664-669-1,,N,,Cen
TYC 8667-432-1,,Q,,Cen
TYC 8668-929-1,,,,
TYC 8669-308-1,,,,Cen
TYC 8677-3292-1,,,,Cen
TYC 8681-3328-1,,c,,Lup
TYC 8682-2412-1,,,,Cen
TYC 8683-1575-1,,,,Cen
TYC 8684-3401-1,,,,Cir
TYC 8686-3020-1,,v,,Cen
TYC 8686-3021-1,,,,Cen
TYC 8687-1581-1,,,,Cen
TYC 8690-554-1,,,,
TYC 8701-350-1,,,,Nor
TYC 8706-1061-1,,β,,Cir
TYC 8707-1990-1,,γ,,Cir
TYC 8710-251-1,,,39,Nor
TYC 8710-670-1,,,,Nor
TYC 8710-2523-1,,,,Nor
TYC 8711-4198-1,,,,Nor
TYC 8715-2025-1,,ζ,,Nor
TYC 8715-2592-1,,κ,,Nor
TYC 8718-139-1,,ι2,,Nor
TYC 8718-2860-1,,ι1,,Nor
TYC 8719-158-1,,,,Nor
TYC 8720-987-1,,,,Nor
TYC 8720-2094-2,,,,Ara
TYC 8725-3067-1,,η,,Ara
TYC 8726-2208-1,,ε1,,Ara
TYC 8726-2209-1,,ε2,,Ara
TYC 8730-1439-1,,ζ,,Ara
TYC 8732-2866-1,,β,,Ara
TYC 8733-2365-1,,π,,Ara
TYC 8735-2047-1,,,,Ara
TYC 8736-3083-1,,,,Ara
TYC 8736-3857-1,,γ,,Ara
TYC 8738-3426-1,,,,Ara
TYC 8740-384-1,,,,Ara
TYC 8742-1898-1,,υ2,,Ara
TYC 8742-3096-1,,υ1,,Ara
TYC 8748-2276-1,,,,Tel
TYC 8754-2023-1,,,,Pav
TYC 8759-2961-1,,λ,,Tel
TYC 8761-875-1,,,,Tel
TYC 8765-314-1,,μ,,Tel
TYC 8765-2571-1,,η,,Tel
TYC 8776-1343-1,,ξ,,Tel
TYC 8783-720-1,,ν,,Tel
TYC 8785-1898-1,Peacock,α,,Pav
TYC 8788-1765-1,,,,Pav
TYC 8793-1478-1,,θ,,Ind
TYC 8796-1244-1,,μ,,Ind
TYC 8804-1375-1,,β,,Ind
TYC 8810-1289-1,,γ,,Ind
TYC 8812-1257-1,,δ,,Ind
TYC 8816-1057-1,,π,,Ind
TYC 8817-984-1,,ε,,Ind
TYC 8820-477-1,,κ,,Ind
TYC 8821-117-1,,κ,,Ind
TYC 8822-1455-1,,,,
TYC 8823-1609-1,,η,,Gru
TYC 8824-447-1,,κ,,Gru
TYC 8824-1503-1,,ζ,,Gru
TYC 8828-1164-1,,,,Tuc
TYC 8828-1420-1,,,,
TYC 8830-856-1,,,,Tuc
TYC 8831-1481-1,,,,Gru
TYC 8832-440-1,,ο,,Gru
TYC 8833-221-1,,π,,Phe
TYC 8837-1297-1,,γ,,Tuc
TYC 8838-463-1,Poerava,,,
TYC 8842-1781-1,,ι,,Tuc
TYC 8843-590-1,,,,Tuc
TYC 8843-1706-1,,ζ,,Tuc
TYC 8844-1519-1,,β1,,Tuc
TYC 8844-1520-1,,β2,,Tuc
TYC 8844-1521-1,,β3,,Tuc
TYC 8845-254-1,,,,Tuc
TYC 8847-598-1,,,,
TYC 8847-1489-1,,ρ,,Tuc
TYC 8848-59-1,,,,Tuc
TYC 8850-1317-1,,,,Hyi
TYC 8851-2027-1,,α,,Hyi
TYC 8855-593-1,,,,Tuc
TYC 8858-1696-1,,λ,,Hor
TYC 8862-243-1,,ν,,Hor
TYC 8862-585-1,,γ,,Hor
TYC 8862-1490-1,,β,,Hor
TYC 8863-1556-1,,ζ1,,Ret
TYC 8863-1557-1,,ζ2,,Ret
TYC 8864-1263-1,,,,Hor
TYC 8868-1318-1,,δ,,Ret
TYC 8868-2193-1,,γ,,Ret
TYC 8868-2221-1,,ι,,Ret
TYC 8869-2459-1,,,,Ret
TYC 8869-2461-1,,α,,Ret
TYC 8870-1384-1,,κ,,Ret
TYC 8870-1385-1,,β,,Ret
TYC 8871-453-1,,,,
TYC 8872-1982-1,,θ,,Ret
TYC 8872-1983-1,,η,,Ret
TYC 8879-151-1,,,,
TYC 8880-1071-1,,,,Dor
TYC 8881-1505-1,,,,Dor
TYC 8883-1641-1,,β,,Dor
TYC 8887-1168-1,,,28,Dor
TYC 8887-1611-1,,,,Dor
TYC 8890-1116-1,,θ,,Dor
TYC 8891-846-1,,,,Dor
TYC 8893-1864-1,,,,Pic
TYC 8895-851-1,,,,Pic
TYC 8896-1535-1,,,36,Dor
TYC 8898-1735-1,,,,Pic
TYC 8899-2202-1,,α,,Pic
TYC 8901-1098-1,,η2,,Dor
TYC 8904-1522-1,,δ,,Dor
TYC 8904-1523-1,,ε,,Dor
TYC 8905-1950-1,,η1,,Dor
TYC 8908-1355-1,,,,
TYC 8911-793-1,,,,
TYC 8911-3387-1,,,,Car
TYC 8911-3394-1,,,,Car
TYC 8924-2780-1,,B,,Car
TYC 8926-1954-1,,,,Car
TYC 8927-3658-1,,c,,Car
TYC 8928-2911-1,,C,,Car
TYC 8928-2987-1,,,,Car
TYC 8928-3018-1,,D,,Car
TYC 8937-2820-1,,β,,Vol
TYC 8939-2729-1,,α,,Vol
TYC 8941-2077-1,,m,,Car
TYC 8943-2313-1,,,,Car
TYC 8943-3447-1,,q,,Car
TYC 8944-3281-1,,i,,Car
TYC 8944-3282-1,,k,,Car
TYC 8946-3219-1,,l,,Car
TYC 8947-1178-1,,,,Car
TYC 8950-2272-1,,υ,,Car
TYC 8952-390-1,,,,Car
TYC 8953-1499-1,,,,Car
TYC 8955-1326-1,,M,,Car
TYC 8956-4324-1,,p,,Car
TYC 8957-4262-1,,w,,Car
TYC 8958-1032-1,,,,Car
TYC 8958-1448-1,,,,Car
TYC 8959-2615-1,,y,,Car
TYC 8960-346-1,,,,Car
TYC 8962-2640-1,,z2,,Car
TYC 8962-2641-1,,z,,Car
TYC 8965-15-1,,,,Car
TYC 8965-542-1,,,,Car
TYC 8965-1765-1,,θ,,Car
TYC 8965-1766-1,,,,Car
TYC 8968-970-1,,,,Car
TYC 8968-1393-1,,L,,Car
TYC 8972-291-1,,,,Cen
TYC 8972-1528-1,,,,Cen
TYC 8972-2338-1,,,,Cen
TYC 8973-1102-1,,,,Cen
TYC 8975-3829-1,,,,Cru
TYC 8975-4125-1,Ginan,ε,,Cru
TYC 8976-5337-1,,,,Cen
TYC 8976-5383-1,,λ,,Cen
TYC 8976-5393-1,,,,Cen
TYC 8977-9437-1,,,,Cen
TYC 8978-6110-1,,,,Cru
TYC 8978-6111-1,,θ2,,Cru
TYC 8978-6112-1,,θ1,,Cru
TYC 8979-332-1,,,,Cru
TYC 8979-650-1,,,,Cru
TYC 8979-3464-1,Acrux,α1,,Cru
TYC 8980-2291-1,,,,
TYC 8980-2292-1,,,,Mus
TYC 8981-4409-1,,j,,Cen
TYC 8982-4743-1,,,,Cru
TYC 8982-4970-1,,η,,Cru
TYC 8983-384-1,Tupã,,,
TYC 8983-2258-1,,ζ,,Cru
TYC 8985-3045-1,,λ,,Mus
TYC 8985-3046-1,,μ,,Mus
TYC 8988-952-1,,,,Cru
TYC 8988-2172-1,,ι,,Cru
TYC 8989-3109-1,,,,Cru
TYC 8989-3110-1,,κ,,Cru
TYC 8990-3680-1,,J,,Cen
TYC 8991-4662-1,,,,Cen
TYC 8992-1861-1,,,,Cru
TYC 8997-2337-1,,θ,,Mus
TYC 8998-3189-1,,m,,Cen
TYC 9000-671-1,,,,Mus
TYC 9005-3919-1,Hadar,β,,Cen
TYC 9007-5848-1,Toliman,α2,,Cen
TYC 9007-5849-1,Rigil Kentaurus,α1,,Cen
TYC 9008-3647-1,,,,Cen
TYC 9015-1445-1,,α,,Cir
TYC 9018-1131-1,,,,Cir
TYC 9019-918-1,,,,Cir
TYC 9021-2243-1,,δ,,Cir
TYC 9024-1862-1,,θ,,Cir
TYC 9025-910-1,,ε,,Cir
TYC 9025-1827-1,,,,Cir
TYC 9027-5712-1,,β,,TrA
TYC 9028-336-1,,η,,Cir
TYC 9028-1183-1,,,,Cir
TYC 9028-1324-1,,,,Cir
TYC 9030-909-1,,,,TrA
TYC 9032-2566-1,,ζ,,Cir
TYC 9033-66-1,,,,TrA
TYC 9034-3741-1,,ε,,TrA
TYC 9039-3145-1,,,,Ara
TYC 9040-3149-1,,,,TrA
TYC 9040-4790-1,,δ,,TrA
TYC 9044-358-1,,,,TrA
TYC 9045-2767-1,,ι,,TrA
TYC 9046-1313-1,,θ,,TrA
TYC 9050-2573-1,,,,TrA
TYC 9053-4118-1,,δ,,Ara
TYC 9059-2661-1,,ι,,Pav
TYC 9059-3655-1,,π,,Pav
TYC 9062-3615-1,,η,,Pav
TYC 9064-3514-1,,,,Ara
TYC 9066-2962-1,,,,
TYC 9068-2823-1,,ξ,,Pav
TYC 9070-2106-1,,ω,,Pav
TYC 9072-2407-1,,,,Pav
TYC 9072-3028-1,,ν,,Pav
TYC 9074-2203-1,,λ,,Pav
TYC 9077-2488-1,,θ,,Pav
TYC 9082-1890-1,,κ,,Pav
TYC 9090-1247-1,,,,Pav
TYC 9093-1337-1,,,,Pav
TYC 9098-1638-1,,,,
TYC 9098-1914-1,,μ2,,Pav
TYC 9098-1915-1,,μ1,,Pav
TYC 9098-1918-1,,δ,,Pav
TYC 9100-1218-1,,φ2,,Pav
TYC 9100-1263-1,,ρ,,Pav
TYC 9100-1712-1,,φ1,,Pav
TYC 9102-1092-1,,,,
TYC 9111-1423-1,,γ,,Pav
TYC 9112-1600-1,,υ,,Pav
TYC 9112-1605-1,,β,,Pav
TYC 9117-1947-1,,α,,Tuc
TYC 9118-1191-1,,ν,,Tuc
TYC 9120-1918-1,,δ,,Tuc
TYC 9126-859-1,,,,Tuc
TYC 9126-1745-1,,,,
TYC 9129-1859-1,,,,Tuc
TYC 9130-1766-1,,η,,Tuc
TYC 9133-1652-1,,ε,,Tuc
TYC 9134-2059-1,,π,,Tuc
TYC 9135-1891-1,,λ1,,Tuc
TYC 9135-1892-1,,λ2,,Tuc
TYC 9136-1759-2,,κ,,Tuc
TYC 9138-521-1,,θ,,Tuc
TYC 9141-7804-1,,λ,,Hyi
TYC 9143-238-1,,η2,,Hyi
TYC 9143-419-1,,η1,,Hyi
TYC 9144-166-1,,π2,,Hyi
TYC 9144-663-1,,π1,,Hyi
TYC 9144-1686-1,,ε,,Hyi
TYC 9144-1688-1,,δ,,Hyi
TYC 9145-2046-1,,ζ,,Hyi
TYC 9148-1834-1,,θ,,Hyi
TYC 9150-88-1,,κ,,Hyi
TYC 9157-1971-1,,μ,,Men
TYC 9159-1634-1,,γ,,Hyi
TYC 9164-2122-1,,ν,,Dor
TYC 9168-305-1,,π1,,Dor
TYC 9169-1591-1,,β,,Men
TYC 9171-1180-1,,λ,,Men
TYC 9173-1001-1,,η,,Men
TYC 9174-64-1,,,,Men
TYC 9175-83-1,Bubup,,,
TYC 9176-987-1,,α,,Men
TYC 9178-929-1,,,,
TYC 9179-2107-1,,δ,,Vol
TYC 9181-404-1,,π2,,Dor
TYC 9182-1410-1,,γ1,,Vol
TYC 9182-1411-1,,γ2,,Vol
TYC 9182-1412-1,,ι,,Vol
TYC 9188-1864-1,,ζ,,Vol
TYC 9193-3090-1,,ε,,Vol
TYC 9196-198-1,,,,
TYC 9198-2243-1,,θ,,Vol
TYC 9199-2885-1,,E,,Car
TYC 9200-2603-1,Miaplacidus,β,,Car
TYC 9201-2148-1,,κ2,,Vol
TYC 9201-2149-1,,κ1,,Vol
TYC 9203-2759-1,,G,,Car
TYC 9204-2518-1,,H,,Car
TYC 9205-1959-1,,η,,Vol
TYC 9209-3537-1,,,,Car
TYC 9211-1-1,,,,Car
TYC 9214-2842-1,,ω,,Car
TYC 9218-2437-1,,,,Car
TYC 9219-3722-1,,K,,Car
TYC 9223-959-1,,,,Car
TYC 9223-2880-1,,I,,Car
TYC 9225-2823-1,,,,Car
TYC 9227-1699-1,,ζ2,,Mus
TYC 9227-1903-1,,ζ1,,Mus
TYC 9227-2705-1,,ε,,Mus
TYC 9228-354-1,,,,Mus
TYC 9228-3047-1,,β,,Mus
TYC 9228-3049-1,,α,,Mus
TYC 9231-752-1,,,,Mus
TYC 9232-1619-1,,,,Mus
TYC 9236-2907-1,,γ,,Mus
TYC 9242-1816-1,,η,,Mus
TYC 9246-581-1,,,,Mus
TYC 9249-2380-1,,δ,,Mus
TYC 9254-2599-1,,ι2,,Mus
TYC 9254-2970-1,,ι1,,Mus
TYC 9256-2069-1,,,,
TYC 9257-434-1,,,,Cir
TYC 9257-1947-1,,,,
TYC 9258-1285-1,,,,TrA
TYC 9259-4905-1,,γ,,TrA
TYC 9260-1772-1,,κ,,TrA
TYC 9263-1520-1,,,,Aps
TYC 9263-2961-1,,,,TrA
TYC 9267-1875-1,,,,Aps
TYC 9271-2376-1,,κ1,,Aps
TYC 9272-2585-1,,κ2,,Aps
TYC 9274-4090-1,,η1,,TrA
TYC 9275-3003-1,,,,TrA
TYC 9275-3641-1,Atria,α,,TrA
TYC 9276-1692-1,,ζ,,Aps
TYC 9278-2951-1,,ζ,,TrA
TYC 9280-646-1,,ι,,Aps
TYC 9299-2361-1,,ζ,,Pav
TYC 9300-554-1,,,,Pav
TYC 9305-1528-1,,τ,,Pav
TYC 9315-1893-1,,ε,,Pav
TYC 9321-989-1,,σ,,Pav
TYC 9322-1132-1,,,,
TYC 9326-1-1,,ο,,Pav
TYC 9326-1340-1,,,,Pav
TYC 9327-635-1,,ο,,Ind
TYC 9333-1274-1,,,,
TYC 9340-1818-1,,ρ,,Ind
TYC 9340-2962-1,,ν,,Ind
TYC 9341-2183-1,,,,
TYC 9350-450-1,,θ,,Oct
TYC 9350-1626-1,,β,,Hyi
TYC 9352-1303-1,,σ,,Hyi
TYC 9354-780-1,,,,
TYC 9356-316-1,,τ2,,Hyi
TYC 9356-723-1,,τ1,,Hyi
TYC 9357-1339-1,,μ,,Hyi
TYC 9358-208-1,,γ3,,Oct
TYC 9362-1344-1,,ν,,Hyi
TYC 9366-741-1,,ι,,Hyi
TYC 9370-1190-1,,,,Hyi
TYC 9372-1455-1,,δ,,Men
TYC 9376-937-1,,ν,,Men
TYC 9377-374-1,,ξ,,Men
TYC 9378-1692-1,,γ,,Men
TYC 9386-2610-1,,ι,,Men
TYC 9386-2611-1,,κ,,Men
TYC 9386-2614-1,,π,,Men
TYC 9388-1630-1,,θ,,Men
TYC 9389-829-1,,ε,,Men
TYC 9392-1931-1,,ζ,,Men
TYC 9396-1083-1,,ν,,Cha
TYC 9398-2714-1,,α,,Cha
TYC 9398-2715-1,,θ,,Cha
TYC 9401-1714-1,,γ,,Cha
TYC 9403-1986-1,,η,,Cha
TYC 9403-1987-1,,,9,Cha
TYC 9408-1798-1,,ι,,Cha
TYC 9408-1799-1,,ζ,,Cha
TYC 9409-1472-1,,μ2,,Cha
TYC 9409-2039-1,,μ,,Cha
TYC 9411-1193-1,,π,,Cha
TYC 9412-2483-1,,κ,,Cha
TYC 9415-3217-1,,ε,,Cha
TYC 9416-1289-1,,,,Cha
TYC 9418-2651-1,,,,Cha
TYC 9418-2652-1,,δ1,,Cha
TYC 9418-2653-1,,δ2,,Cha
TYC 9420-1543-1,,β,,Cha
TYC 9426-3671-1,,,,Cha
TYC 9427-2476-1,,θ,,Aps
TYC 9428-1001-1,,,,
TYC 9428-2897-1,,,,Aps
TYC 9430-1728-1,,,,Cha
TYC 9435-2528-1,,ε,,Aps
TYC 9436-2393-1,,α,,Aps
TYC 9439-1501-1,,η,,Aps
TYC 9444-2164-1,,,,
TYC 9445-2572-1,,φ,,Oct
TYC 9446-3516-1,,δ2,,Aps
TYC 9446-3517-1,,δ1,,Aps
TYC 9447-3154-1,,β,,Aps
TYC 9450-2282-1,,γ,,Aps
TYC 9456-955-1,,,,Aps
TYC 9461-1987-1,,μ2,,Oct
TYC 9461-1989-1,,μ1,,Oct
TYC 9465-412-1,,α,,Oct
TYC 9478-1483-1,,ν,,Oct
TYC 9479-1525-1,,ψ,,Oct
TYC 9481-244-1,,,,
TYC 9483-1157-1,,ε,,Oct
TYC 9484-1164-1,,ξ,,Oct
TYC 9488-1053-1,,β,,Oct
TYC 9489-106-1,,γ2,,Oct
TYC 9489-785-1,,γ1,,Oct
TYC 9490-1295-1,,,,
TYC 9496-590-1,,,31,Men
TYC 9509-1147-1,,π1,,Oct
TYC 9509-2484-1,,π2,,Oct
TYC 9509-3854-1,,δ,,Oct
TYC 9510-2752-1,,ζ,,Oct
TYC 9511-2601-1,,η,,Oct
